State,County,TotalPop,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,Unemployment,formattedState,formattedCounty
California,stanislaus,535684,45.0,43.4,2.5,0.4,5.4,0.6,54260,24007,17.2,11.8,california,stanislaus
California,sutter,95583,30.2,47.3,1.8,0.7,15.1,0.4,54347,24849,16.7,10.5,california,sutter
California,tehama,63247,24.2,69.2,0.6,1.5,1.4,0.0,42512,22631,20.9,10.1,california,tehama
California,trinity,13037,7.2,82.8,0.8,4.3,1.1,0.9,36563,23575,19.9,9.6,california,trinity
California,tulare,458809,63.6,29.5,1.3,0.7,3.2,0.1,44871,18962,27.1,10.0,california,tulare
California,tuolumne,53899,11.8,80.8,1.7,1.3,1.1,0.2,54325,31570,13.6,7.9,california,tuolumne
California,ventura,847834,42.3,46.1,1.6,0.3,7.0,0.1,81972,35771,10.3,6.6,california,ventura
California,yolo,212605,31.4,47.5,2.2,0.3,13.6,0.4,61621,30615,19.4,7.2,california,yolo
California,yuba,74644,27.4,56.3,3.2,1.0,6.3,0.3,51776,22814,18.5,9.9,california,yuba
Colorado,adams,487850,39.3,51.1,3.0,0.5,3.8,0.1,64087,27487,12.2,5.1,colorado,adams
Colorado,alamosa,16345,45.8,48.6,1.6,1.3,1.0,0.2,36315,19217,27.8,9.9,colorado,alamosa
Colorado,arapahoe,626612,18.9,61.3,10.2,0.3,5.6,0.2,69553,36951,9.9,5.2,colorado,arapahoe
Colorado,archuleta,12592,18.3,76.7,1.1,2.1,0.7,0.0,48016,29344,11.6,5.4,colorado,archuleta
Colorado,baca,3581,10.5,85.7,1.5,1.1,0.0,0.0,35898,22853,19.5,4.5,colorado,baca
Colorado,bent,5806,32.0,60.8,6.1,0.5,0.4,0.0,32500,14028,24.5,9.3,colorado,bent
Colorado,boulder,316782,13.8,78.2,0.8,0.2,4.5,0.1,75669,42119,13.1,5.2,colorado,boulder
Colorado,broomfield,64283,12.1,77.6,1.0,0.3,6.4,0.0,85639,43736,5.2,4.0,colorado,broomfield
Colorado,chaffee,18818,10.1,85.3,1.6,0.4,0.8,0.0,53762,28907,9.6,2.5,colorado,chaffee
Colorado,cheyenne,2127,14.9,80.0,0.0,0.0,3.1,0.1,54907,23698,11.8,8.1,colorado,cheyenne
Colorado,clear creek,9257,6.1,89.9,0.9,0.1,0.9,0.2,68534,41257,6.8,3.2,colorado,clearcreek
Colorado,conejos,8147,53.4,43.9,0.3,1.5,0.1,0.1,35657,19047,21.1,9.4,colorado,conejos
Colorado,costilla,3628,63.8,32.1,0.4,0.1,1.5,0.0,29000,20737,29.6,9.1,colorado,costilla
Colorado,crowley,5514,30.7,62.4,4.3,1.1,0.4,0.0,35292,14393,24.6,21.4,colorado,crowley
Colorado,custer,4505,4.6,89.7,2.5,1.0,0.0,0.1,41330,26032,15.7,8.7,colorado,custer
Colorado,delta,30217,15.0,81.6,0.6,0.9,0.8,0.0,42487,25546,16.5,8.5,colorado,delta
Colorado,denver,678467,30.5,53.6,9.2,0.5,3.5,0.1,60098,38991,15.1,4.5,colorado,denver
Colorado,dolores,1736,4.6,91.3,0.0,0.8,0.0,0.0,40352,23190,14.1,0.4,colorado,dolores
Colorado,douglas,320940,8.3,83.3,1.1,0.1,4.4,0.1,111154,48725,3.6,3.3,colorado,douglas
Colorado,eagle,53726,29.6,67.3,0.8,0.4,0.9,0.1,83803,40450,7.7,2.7,colorado,eagle
Colorado,elbert,24553,6.5,89.4,0.6,0.5,0.6,0.0,92849,42522,4.8,3.6,colorado,elbert
Colorado,el paso,674826,16.5,69.9,5.8,0.4,2.7,0.4,62535,31217,11.1,6.8,colorado,elpaso
Colorado,fremont,46601,13.0,79.5,4.5,1.0,0.7,0.1,44712,20919,15.8,6.2,colorado,fremont
Colorado,garfield,57945,28.1,68.6,0.4,0.5,0.8,0.0,66503,31483,9.6,5.4,colorado,garfield
Colorado,gilpin,5793,9.2,86.2,0.6,1.3,0.3,0.0,72544,45110,5.6,3.3,colorado,gilpin
Colorado,grand,14793,8.1,86.9,0.4,0.0,1.9,0.7,66489,32919,13.1,4.6,colorado,grand
Colorado,gunnison,16215,9.1,87.4,0.3,0.8,0.5,0.1,52651,27669,14.1,7.3,colorado,gunnison
Colorado,hinsdale,820,6.0,90.9,0.0,1.6,0.0,0.0,53056,29574,12.0,4.1,colorado,hinsdale
Colorado,huerfano,6498,34.7,64.2,0.2,0.3,0.1,0.0,35801,25547,14.8,7.9,colorado,huerfano
Colorado,jackson,1372,24.4,74.9,0.0,0.4,0.0,0.0,45994,24299,12.8,1.8,colorado,jackson
Colorado,jefferson,564029,15.2,78.7,1.0,0.4,2.7,0.1,75170,40187,7.8,4.3,colorado,jefferson
Colorado,kiowa,1368,4.4,88.0,0.6,0.0,0.0,0.0,39250,23621,10.6,3.1,colorado,kiowa
Colorado,kit carson,7846,19.2,76.3,3.2,0.1,0.4,0.5,45881,26125,11.5,5.3,colorado,kitcarson
Colorado,lake,7481,33.9,64.3,0.1,0.0,0.6,0.0,46176,28492,12.8,5.7,colorado,lake
Colorado,la plata,54469,12.6,79.0,0.5,5.2,0.6,0.0,62533,34501,9.6,4.4,colorado,laplata
Colorado,larimer,330976,11.2,83.2,0.9,0.5,2.0,0.1,64980,34087,12.4,5.3,colorado,larimer
Colorado,las animas,14151,42.4,52.7,0.8,2.1,0.8,0.0,40586,24268,17.0,7.8,colorado,lasanimas
Colorado,lincoln,5520,22.7,66.4,9.0,1.0,0.2,0.3,44725,14765,14.0,3.7,colorado,lincoln
Colorado,logan,21885,15.5,78.1,1.1,0.7,1.0,0.0,44876,24595,16.8,6.2,colorado,logan
Colorado,mesa,148798,14.2,81.8,0.7,0.6,0.7,0.1,51971,27612,16.0,8.0,colorado,mesa
Colorado,mineral,834,12.6,83.8,1.6,0.0,0.4,0.0,50385,33018,12.0,1.6,colorado,mineral
Colorado,moffat,13056,14.9,81.4,1.0,0.5,0.1,0.6,53010,27331,10.1,3.6,colorado,moffat
Colorado,montezuma,25770,12.2,73.1,0.2,11.8,0.1,0.1,45645,24440,16.8,5.9,colorado,montezuma
Colorado,montrose,40908,20.5,76.2,0.4,0.5,0.7,0.3,44865,24308,17.8,8.0,colorado,montrose
Colorado,morgan,28123,35.8,59.2,2.9,0.3,0.5,0.1,51456,24077,9.3,4.5,colorado,morgan
Colorado,otero,18325,41.5,54.5,0.7,0.5,1.0,0.9,35051,20358,22.9,9.3,colorado,otero
Colorado,ouray,4653,5.7,92.5,0.0,0.3,0.5,0.1,61333,35544,10.4,5.9,colorado,ouray
Colorado,park,16900,5.9,89.7,0.1,1.1,1.0,0.7,61644,34377,6.6,4.6,colorado,park
Colorado,phillips,4327,20.1,77.4,0.2,0.3,0.4,0.0,50076,27790,8.1,2.0,colorado,phillips
Colorado,pitkin,17747,9.8,85.7,1.2,0.2,1.4,0.0,67755,65800,7.1,4.3,colorado,pitkin
Colorado,prowers,12084,37.2,60.0,0.4,0.2,0.6,0.0,41740,22033,18.3,8.4,colorado,prowers
Colorado,pueblo,163368,42.7,52.4,1.6,0.5,0.7,0.1,42386,23110,19.8,9.3,colorado,pueblo
Colorado,rio blanco,6557,9.9,88.3,0.3,0.1,0.1,0.1,57991,28185,11.8,6.3,colorado,rioblanco
Colorado,rio grande,11430,44.6,52.2,0.3,1.7,0.2,0.2,38534,22412,18.1,8.8,colorado,riogrande
Colorado,routt,24359,6.9,89.8,0.8,0.5,1.1,0.0,67472,38111,10.7,3.1,colorado,routt
Colorado,saguache,6338,37.0,58.3,0.0,1.0,1.1,0.0,34765,22267,21.0,7.7,colorado,saguache
Colorado,san juan,569,13.4,86.1,0.0,0.5,0.0,0.0,46397,28889,3.3,9.8,colorado,sanjuan
Colorado,san miguel,7804,9.9,86.9,0.2,0.4,1.0,0.0,62243,42015,10.5,3.8,colorado,sanmiguel
Colorado,sedgwick,2357,11.2,82.5,1.3,0.5,1.5,0.0,49583,24666,17.0,6.8,colorado,sedgwick
Colorado,summit,29722,14.0,81.9,0.9,0.3,0.4,0.2,73538,37192,10.3,3.3,colorado,summit
Colorado,teller,23769,6.2,89.5,0.7,0.4,1.0,0.0,66809,34974,7.5,6.7,colorado,teller
Colorado,washington,4809,9.6,87.8,0.9,0.3,0.5,0.0,51458,26279,9.9,4.2,colorado,washington
Colorado,weld,285729,29.0,66.4,1.0,0.4,1.3,0.1,66489,29226,11.2,5.3,colorado,weld
Colorado,yuma,10109,22.6,75.7,0.5,0.3,0.0,0.0,44668,24789,14.3,2.4,colorado,yuma
Connecticut,fairfield,947328,19.0,62.8,10.4,0.1,5.1,0.0,89773,53433,8.8,7.6,connecticut,fairfield
Connecticut,hartford,897417,17.3,62.5,12.8,0.1,5.0,0.0,69936,37817,11.2,7.4,connecticut,hartford
Connecticut,litchfield,184454,5.7,89.4,1.5,0.1,1.9,0.0,76438,40619,6.8,6.0,connecticut,litchfield
Connecticut,middlesex,164110,5.9,84.4,4.9,0.1,2.9,0.0,81673,43695,7.2,5.1,connecticut,middlesex
Connecticut,new haven,862127,17.2,64.1,12.3,0.1,3.9,0.0,64872,35085,12.1,7.7,connecticut,newhaven
Connecticut,new london,270772,10.0,76.2,5.2,0.5,4.1,0.0,69411,36881,9.9,7.0,connecticut,newlondon
Connecticut,tolland,151596,5.2,85.4,2.9,0.0,4.4,0.0,81312,37830,6.5,5.8,connecticut,tolland
Connecticut,windham,116674,11.1,83.5,1.8,0.0,1.3,0.0,62553,29993,11.1,7.6,connecticut,windham
Delaware,kent,173145,6.8,62.7,24.1,0.6,2.0,0.0,57647,27420,13.0,6.7,delaware,kent
Delaware,new castle,555036,9.6,58.5,24.1,0.2,5.4,0.0,68336,34541,11.9,6.5,delaware,newcastle
Delaware,sussex,215551,9.2,74.9,12.1,0.4,1.2,0.0,57901,31874,12.0,6.1,delaware,sussex
District of Columbia,district of columbia,672391,10.7,36.0,46.9,0.2,3.7,0.0,77649,50832,17.4,8.0,districtofcolumbia,districtofcolumbia
Florida,alachua,259865,9.3,62.0,19.8,0.3,5.9,0.1,45478,26431,23.3,6.6,florida,alachua
Florida,baker,27537,2.4,81.9,13.8,0.4,0.7,0.0,59506,22440,17.2,5.8,florida,baker
Florida,bay,180117,6.0,77.3,10.7,0.7,2.3,0.0,50283,26742,15.4,6.4,florida,bay
Florida,bradford,26775,3.8,74.5,19.1,0.3,0.6,0.0,46106,19656,18.8,7.6,florida,bradford
Florida,brevard,568183,9.7,75.3,9.8,0.3,2.4,0.1,51536,29405,13.4,7.6,florida,brevard
Florida,broward,1890416,28.4,38.2,27.4,0.2,3.5,0.0,54895,30109,14.0,7.6,florida,broward
Florida,calhoun,14458,5.8,76.9,12.8,0.9,0.8,0.0,36237,15927,12.9,8.6,florida,calhoun
Florida,charlotte,173236,6.9,84.4,5.5,0.3,1.2,0.0,46511,29243,12.0,8.9,florida,charlotte
Florida,citrus,141373,5.3,88.6,2.8,0.3,1.6,0.0,40574,25034,17.4,9.9,florida,citrus
Florida,clay,203291,9.3,74.2,9.6,0.1,3.0,0.1,61971,28599,10.4,8.1,florida,clay
Florida,collier,356774,27.2,63.6,6.8,0.2,1.3,0.0,62407,41239,12.8,5.3,florida,collier
Florida,columbia,68484,5.8,73.1,17.6,0.2,0.9,0.1,43504,22855,16.8,9.5,florida,columbia
Florida,desoto,35675,30.5,55.5,12.8,0.2,0.2,0.1,35435,17892,29.9,6.1,florida,desoto
Florida,dixie,16323,3.9,84.8,7.1,0.4,0.5,0.0,35910,19342,23.7,6.2,florida,dixie
Florida,duval,912043,9.0,54.1,29.3,0.2,4.6,0.1,51296,28593,16.0,7.4,florida,duval
Florida,escambia,309924,5.5,64.8,21.6,0.4,2.8,0.1,47361,25666,14.6,7.2,florida,escambia
Florida,flagler,105015,10.0,74.7,10.0,0.3,2.5,0.0,51049,25741,13.3,6.5,florida,flagler
Florida,franklin,11675,5.2,78.2,13.6,0.1,0.4,0.7,41267,23524,20.1,7.9,florida,franklin
Florida,gadsden,46113,10.0,32.6,55.3,0.1,0.5,0.1,39830,19252,24.4,8.5,florida,gadsden
Florida,gilchrist,17191,5.5,87.2,5.8,0.1,0.1,0.0,42934,21145,19.8,7.4,florida,gilchrist
Florida,glades,13197,20.8,60.7,12.9,3.8,0.4,0.0,37385,20476,18.0,10.0,florida,glades
Florida,gulf,16018,4.8,74.5,16.8,0.5,0.6,0.2,44647,21085,14.9,5.4,florida,gulf
Florida,hamilton,14238,9.2,54.9,34.1,0.6,0.0,0.0,36209,16109,26.6,12.7,florida,hamilton
Florida,hardee,27326,43.2,47.4,7.9,0.2,0.6,0.0,39063,18643,24.5,9.1,florida,hardee
Florida,hendry,39064,51.9,33.5,10.9,1.5,0.9,0.1,37966,18426,25.5,8.2,florida,hendry
Florida,hernando,179144,12.2,79.3,4.9,0.3,1.2,0.0,44324,23495,14.3,8.8,florida,hernando
Florida,highlands,100177,18.9,68.4,9.3,0.3,1.5,0.0,36374,23020,18.7,11.5,florida,highlands
Florida,hillsborough,1351087,27.4,50.3,15.5,0.2,3.9,0.1,53742,29806,15.7,6.8,florida,hillsborough
Florida,holmes,19483,2.7,87.1,7.3,1.1,0.2,0.2,37474,18402,26.6,11.5,florida,holmes
Florida,indian river,147981,12.1,75.9,8.9,0.2,1.2,0.0,49009,33122,12.7,8.2,florida,indianriver
Florida,jackson,48571,4.6,65.5,26.8,0.7,0.6,0.1,36944,18126,21.6,11.2,florida,jackson
Florida,jefferson,14085,4.0,58.2,35.1,0.4,0.1,0.0,47599,22452,13.9,7.2,florida,jefferson
Florida,lafayette,8684,14.3,68.3,15.1,0.1,0.0,1.0,41512,21955,17.8,12.8,florida,lafayette
Florida,lake,326215,14.4,71.1,9.9,0.3,1.9,0.0,49734,25991,12.8,7.2,florida,lake
Florida,lee,700165,20.2,68.4,8.2,0.2,1.5,0.0,52052,30233,14.9,7.1,florida,lee
Florida,leon,285890,6.1,57.2,30.7,0.2,3.3,0.0,49941,28548,20.5,8.8,florida,leon
Florida,levy,39713,8.0,80.3,8.7,0.2,0.6,0.0,36554,21043,21.9,8.5,florida,levy
Florida,liberty,8347,4.9,74.9,18.2,0.4,0.4,0.0,36741,16937,17.8,9.6,florida,liberty
Florida,madison,18518,5.1,54.4,38.8,0.2,1.0,0.0,31816,17192,31.9,8.1,florida,madison
Florida,manatee,363542,15.9,71.9,8.6,0.2,1.9,0.1,53408,30477,13.4,6.6,florida,manatee
Florida,marion,343778,12.4,71.3,12.3,0.3,1.5,0.0,41964,23598,17.6,9.0,florida,marion
Florida,martin,155719,13.2,79.0,5.4,0.2,1.3,0.1,55588,38021,10.9,6.5,florida,martin
Florida,miami-dade,2702602,67.5,13.7,16.3,0.1,1.5,0.0,46338,25481,19.0,7.4,florida,miamidade
Florida,monroe,76745,23.5,67.3,6.7,0.1,1.2,0.0,63030,39176,12.7,3.7,florida,monroe
Florida,nassau,78435,3.8,87.5,6.1,0.4,0.9,0.0,64294,33337,11.4,5.7,florida,nassau
Florida,okaloosa,197591,8.7,74.5,9.5,0.6,2.8,0.1,59955,30775,11.5,6.1,florida,okaloosa
Florida,okeechobee,40228,25.0,64.0,8.0,0.6,0.9,0.2,39059,18611,22.3,9.0,florida,okeechobee
Florida,orange,1290216,30.2,41.6,19.9,0.1,5.1,0.0,51586,27394,16.7,6.8,florida,orange
Florida,osceola,325168,51.6,34.2,9.2,0.2,2.4,0.1,47343,20165,17.8,6.6,florida,osceola
Florida,palm beach,1426772,21.3,56.0,18.1,0.1,2.6,0.0,57256,36303,13.4,7.4,florida,palmbeach
Florida,pasco,498136,14.0,76.4,5.0,0.3,2.4,0.1,48289,26624,13.6,7.0,florida,pasco
Florida,pinellas,949842,9.2,74.7,10.0,0.2,3.3,0.1,48968,32120,13.7,6.4,florida,pinellas
Florida,polk,652256,20.6,61.0,14.7,0.2,1.7,0.0,45988,22579,17.3,7.7,florida,polk
Florida,putnam,72435,9.8,71.7,16.2,0.3,0.6,0.0,33619,18950,27.6,10.3,florida,putnam
Florida,st. johns,226578,6.4,83.6,5.0,0.2,2.6,0.1,73640,39563,9.1,5.3,florida,stjohns
Florida,st. lucie,298763,18.1,58.6,19.2,0.2,1.9,0.1,47132,24940,16.6,7.6,florida,stlucie
Florida,santa rosa,166778,5.2,82.9,5.8,0.5,1.9,0.1,62731,28908,11.3,6.3,florida,santarosa
Florida,sarasota,404839,8.8,83.5,4.5,0.2,1.6,0.0,55236,37054,10.5,5.7,florida,sarasota
Florida,seminole,449260,20.1,62.3,10.6,0.1,4.2,0.1,60739,31363,11.8,6.6,florida,seminole
Florida,sumter,116754,5.7,84.7,7.3,0.3,0.7,0.0,54771,33168,9.2,6.6,florida,sumter
Florida,suwannee,43814,8.8,75.7,13.3,0.1,0.1,0.0,40600,21565,20.4,9.1,florida,suwannee
Florida,taylor,22350,4.1,71.8,21.4,0.5,0.4,0.2,37188,16979,16.4,5.9,florida,taylor
Florida,union,15300,5.4,69.9,21.9,0.7,0.5,0.0,37460,13485,21.4,9.8,florida,union
Florida,volusia,518660,12.9,72.9,10.2,0.3,1.8,0.0,43838,25871,16.1,6.7,florida,volusia
Florida,wakulla,31586,3.6,79.3,14.9,0.4,0.4,0.0,57866,22846,12.6,6.9,florida,wakulla
Florida,walton,63457,6.0,84.3,4.9,0.5,1.2,0.2,50619,30853,17.0,5.7,florida,walton
Florida,washington,24472,3.5,77.6,15.3,1.2,0.3,0.3,36989,18718,21.0,10.1,florida,washington
Georgia,appling,18471,9.7,69.6,17.9,0.6,0.8,0.0,37089,19936,24.7,7.7,georgia,appling
Georgia,atkinson,8313,24.6,56.6,17.8,0.7,0.0,0.0,33063,19904,27.4,8.4,georgia,atkinson
Georgia,bacon,11279,8.5,73.6,14.6,0.0,0.9,0.2,38824,18856,23.2,3.1,georgia,bacon
Georgia,baker,3251,5.4,52.1,41.3,0.2,0.6,0.5,43867,22270,19.5,2.5,georgia,baker
Georgia,baldwin,45527,2.2,52.9,41.4,0.3,1.5,0.2,37008,20114,27.8,9.0,georgia,baldwin
Georgia,banks,18363,6.4,88.4,2.5,0.2,1.2,0.0,42182,19451,14.3,6.6,georgia,banks
Georgia,barrow,75099,10.0,73.0,11.1,0.1,3.6,0.0,56119,22978,13.2,6.8,georgia,barrow
Georgia,bartow,102623,8.2,78.2,10.5,0.2,0.9,0.0,52393,24931,14.2,6.0,georgia,bartow
Georgia,ben hill,17272,6.0,56.5,36.2,0.0,0.2,0.0,32344,16635,30.4,5.2,georgia,benhill
Georgia,berrien,19014,4.9,82.3,10.8,0.2,1.0,0.0,38297,18064,23.7,9.4,georgia,berrien
Georgia,bibb,153923,3.2,39.3,54.0,0.2,1.9,0.0,38183,23426,26.7,10.4,georgia,bibb
Georgia,bleckley,12779,2.7,68.8,27.7,0.1,0.2,0.0,40688,20667,23.0,7.7,georgia,bleckley
Georgia,brantley,18411,2.1,92.6,3.1,0.1,0.7,0.1,36812,18220,21.8,7.8,georgia,brantley
Georgia,brooks,15629,5.6,56.8,33.6,0.0,0.8,0.0,34890,20964,23.6,13.6,georgia,brooks
Georgia,bryan,34883,6.6,74.3,14.6,0.5,1.5,0.0,68589,29880,14.1,7.9,georgia,bryan
Georgia,bulloch,73742,3.7,64.0,28.5,0.2,1.5,0.0,39305,20526,30.4,9.3,georgia,bulloch
Georgia,burke,22645,3.1,47.0,49.1,0.0,0.3,0.0,38707,19720,29.2,5.8,georgia,burke
Georgia,butts,23556,3.1,66.6,28.2,0.1,0.6,0.0,39655,21236,23.5,7.6,georgia,butts
Georgia,calhoun,6503,4.8,32.5,60.5,0.0,0.5,0.0,29617,13865,32.2,14.9,georgia,calhoun
Georgia,camden,52252,6.4,70.1,18.5,0.6,1.4,0.1,53687,26854,12.7,8.2,georgia,camden
Georgia,candler,10894,11.5,61.2,23.5,0.7,0.8,0.0,33125,18233,31.5,6.3,georgia,candler
Georgia,carroll,114898,6.7,71.1,18.7,0.3,0.8,0.1,46844,23139,18.6,9.4,georgia,carroll
Georgia,catoosa,65870,2.9,91.4,2.3,0.2,1.3,0.0,54537,25643,10.8,5.4,georgia,catoosa
Georgia,charlton,12963,8.4,62.0,25.3,1.5,0.8,0.0,43257,19102,23.1,10.4,georgia,charlton
Georgia,chatham,285506,6.3,49.1,39.4,0.2,2.5,0.1,52215,28765,17.3,8.7,georgia,chatham
Georgia,chattahoochee,11096,15.3,59.1,17.9,0.8,2.5,0.2,46096,22774,15.0,15.2,georgia,chattahoochee
Georgia,chattooga,24880,4.7,83.1,10.2,0.1,0.4,0.0,35718,17716,22.5,9.5,georgia,chattooga
Georgia,cherokee,235896,10.0,79.9,6.2,0.1,1.9,0.0,75477,33466,9.4,4.9,georgia,cherokee
Georgia,clarke,123554,10.6,55.6,27.3,0.1,4.2,0.0,34557,21203,34.1,7.6,georgia,clarke
Georgia,clay,3024,4.7,30.3,64.3,0.0,0.0,0.0,23315,14559,41.4,20.3,georgia,clay
Georgia,clayton,274150,13.2,11.2,67.7,0.2,5.3,0.0,44106,19498,21.9,10.3,georgia,clayton
Georgia,clinch,6788,4.9,65.7,27.4,0.3,0.6,0.0,21838,17145,39.5,9.1,georgia,clinch
Georgia,cobb,739072,12.8,53.1,26.3,0.1,5.1,0.0,72004,36587,10.9,6.0,georgia,cobb
Georgia,coffee,43048,11.3,58.6,27.9,0.1,0.7,0.0,36572,18945,23.9,5.7,georgia,coffee
Georgia,colquitt,45890,18.9,56.5,22.5,0.3,0.8,0.0,34503,18121,25.4,7.2,georgia,colquitt
Georgia,columbia,143723,6.2,70.1,16.3,0.2,4.0,0.0,74162,31720,8.6,5.8,georgia,columbia
Georgia,cook,17190,5.8,64.9,27.2,0.3,0.6,0.0,35539,17587,24.2,5.8,georgia,cook
Georgia,coweta,138015,6.8,71.5,17.4,0.1,1.8,0.0,67570,31548,11.6,5.4,georgia,coweta
Georgia,crawford,12385,0.7,73.5,23.3,0.1,1.1,0.0,41032,22212,18.1,12.6,georgia,crawford
Georgia,crisp,23005,3.2,50.6,43.2,0.0,1.2,0.2,33194,21225,31.2,14.8,georgia,crisp
Georgia,dade,16282,2.2,93.8,0.5,0.7,1.1,0.7,43163,23184,17.5,4.8,georgia,dade
Georgia,dawson,23397,4.2,92.8,1.2,0.1,0.3,0.0,62284,31954,11.8,6.1,georgia,dawson
Georgia,decatur,27023,5.8,50.9,42.1,0.1,0.4,0.0,36934,19650,24.1,6.5,georgia,decatur
Georgia,dekalb,736066,8.7,29.1,53.3,0.2,6.0,0.0,55876,32110,17.6,8.5,georgia,dekalb
Georgia,dodge,21063,3.4,65.3,27.8,0.0,0.6,0.0,35290,18563,22.2,9.0,georgia,dodge
Georgia,dooly,14053,6.9,42.6,49.5,0.0,0.1,0.0,33389,16867,23.2,10.5,georgia,dooly
Georgia,dougherty,91522,2.6,26.2,68.4,0.1,0.8,0.0,34541,20292,30.5,15.8,georgia,dougherty
Georgia,douglas,140152,9.2,43.4,44.0,0.1,1.6,0.0,59333,25449,14.2,7.9,georgia,douglas
Georgia,early,10405,2.2,46.1,50.5,0.1,0.8,0.0,29493,17972,27.5,8.7,georgia,early
Georgia,echols,4011,26.7,65.0,2.7,1.9,0.0,0.0,34315,20589,28.2,5.5,georgia,echols
Georgia,effingham,57087,3.9,79.3,13.2,0.1,1.0,0.1,64279,26765,9.6,5.0,georgia,effingham
Georgia,elbert,19288,5.5,63.5,30.5,0.0,0.1,0.0,35207,21138,22.4,7.7,georgia,elbert
Georgia,emanuel,22502,4.5,59.4,34.0,0.0,0.0,0.0,33089,17944,29.2,10.3,georgia,emanuel
Georgia,evans,10757,11.8,56.5,30.2,0.0,0.8,0.0,38736,20736,26.0,6.6,georgia,evans
Georgia,fannin,24480,2.2,95.3,0.2,0.1,0.6,0.1,43344,24845,15.8,8.3,georgia,fannin
Georgia,fayette,110306,7.1,64.1,21.1,0.3,4.4,0.1,84861,39936,6.3,5.5,georgia,fayette
Georgia,floyd,96471,10.6,71.4,14.4,0.1,1.5,0.0,46096,23929,18.1,7.5,georgia,floyd
Georgia,forsyth,211300,9.5,74.9,2.9,0.2,10.5,0.0,96445,39896,6.5,4.2,georgia,forsyth
Georgia,franklin,22328,4.4,83.9,9.8,0.1,0.7,0.0,39246,19663,25.4,6.3,georgia,franklin
Georgia,fulton,1010420,7.4,39.9,43.6,0.2,6.7,0.0,61336,41041,16.0,7.7,georgia,fulton
Georgia,gilmer,29614,11.5,85.5,0.6,0.1,0.5,0.0,46211,23688,18.8,7.4,georgia,gilmer
Georgia,glascock,3027,1.6,87.4,8.8,0.8,0.0,0.0,45273,19815,11.5,3.3,georgia,glascock
Georgia,glynn,83467,6.7,63.8,25.7,0.4,1.3,0.0,47546,29209,19.2,6.7,georgia,glynn
Georgia,gordon,56424,15.4,78.0,3.9,0.0,1.1,0.0,43452,21208,18.8,5.7,georgia,gordon
Georgia,grady,25048,11.1,58.3,28.2,0.5,0.5,0.3,39462,20864,25.4,8.0,georgia,grady
Georgia,greene,16732,6.1,56.4,35.8,0.1,1.0,0.0,45069,32890,21.9,6.5,georgia,greene
Georgia,gwinnett,889954,20.7,39.3,25.9,0.2,11.2,0.0,64496,27945,12.1,5.8,georgia,gwinnett
Georgia,habersham,43878,14.2,77.3,3.1,0.1,2.3,0.2,44474,20656,17.2,5.5,georgia,habersham
Georgia,hall,192865,27.8,61.6,7.3,0.2,1.7,0.0,55622,26283,16.1,4.6,georgia,hall
Georgia,hancock,8667,1.8,24.1,72.9,0.0,0.5,0.1,29268,15454,30.0,4.0,georgia,hancock
Georgia,haralson,28722,1.5,91.2,4.3,0.2,0.8,0.0,43663,23141,18.0,7.2,georgia,haralson
Georgia,harris,33198,3.3,77.1,15.9,0.1,0.9,0.0,69539,32373,7.3,8.5,georgia,harris
Georgia,hart,25535,3.7,75.1,19.0,0.0,0.9,0.0,41216,21668,18.8,4.7,georgia,hart
Georgia,heard,11607,0.7,85.0,10.0,0.0,0.5,0.1,44897,20946,17.4,9.6,georgia,heard
Georgia,henry,217506,6.5,46.7,40.7,0.1,3.3,0.0,64752,26924,11.4,7.7,georgia,henry
Georgia,houston,150341,6.6,57.5,29.7,0.3,3.0,0.0,55965,26305,16.7,7.8,georgia,houston
Georgia,irwin,9278,1.3,67.6,28.0,0.0,0.5,0.0,34677,19429,24.5,7.4,georgia,irwin
Georgia,jackson,63851,7.1,82.4,6.7,0.1,1.7,0.0,57999,25598,12.5,6.5,georgia,jackson
Georgia,jasper,13732,3.9,73.6,20.8,0.2,0.3,0.0,42067,19784,19.4,7.2,georgia,jasper
Georgia,jeff davis,14999,11.4,71.6,16.6,0.0,0.0,0.0,37267,18550,20.6,5.0,georgia,jeffdavis
Georgia,jefferson,15954,3.7,41.7,54.0,0.1,0.1,0.0,29640,17485,26.9,8.5,georgia,jefferson
Georgia,jenkins,8929,6.4,56.2,35.5,0.2,0.9,0.0,27197,15149,30.7,6.3,georgia,jenkins
Georgia,johnson,9800,2.3,62.6,33.8,0.0,0.2,0.0,36423,19706,21.5,11.4,georgia,johnson
Georgia,jones,28540,1.5,71.9,24.7,0.2,0.7,0.0,55110,26098,14.2,8.7,georgia,jones
Georgia,lamar,18282,2.3,65.0,29.0,0.1,0.8,0.0,41157,20458,20.8,11.4,georgia,lamar
Georgia,lanier,10388,5.5,68.7,24.1,0.0,0.3,0.0,31109,17739,28.7,10.6,georgia,lanier
Georgia,laurens,47451,2.6,58.2,36.7,0.1,1.1,0.0,35202,20687,27.3,5.1,georgia,laurens
Georgia,lee,29216,2.7,72.8,19.5,0.0,2.5,0.1,65018,28061,11.6,7.1,georgia,lee
Georgia,liberty,62120,12.5,40.3,40.0,0.4,2.1,0.5,43493,20966,16.6,11.9,georgia,liberty
