State,County,TotalPop,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,Unemployment,formattedState,formattedCounty
Illinois,christian,33562,1.6,95.2,1.6,0.3,0.6,0.1,50668,25614,12.8,4.6,illinois,christian
Illinois,clark,15924,1.5,96.7,0.3,0.1,0.4,0.0,52068,28495,14.3,6.5,illinois,clark
Illinois,clay,13393,1.4,96.4,0.7,0.1,0.7,0.0,47427,25700,14.0,5.0,illinois,clay
Illinois,clinton,37640,3.1,91.6,3.5,0.3,0.6,0.0,64543,30382,9.0,3.9,illinois,clinton
Illinois,coles,52540,2.4,91.0,3.8,0.2,1.2,0.0,41907,26060,21.0,7.3,illinois,coles
Illinois,cook,5238541,25.1,42.7,23.4,0.1,6.9,0.0,59426,33722,15.9,8.7,illinois,cook
Illinois,crawford,19214,2.9,91.0,4.1,0.1,0.4,0.0,47468,25955,11.9,6.2,illinois,crawford
Illinois,cumberland,10899,1.1,96.7,0.1,0.2,0.3,0.1,50680,24956,14.3,5.0,illinois,cumberland
Illinois,dekalb,104473,10.8,77.6,7.1,0.0,2.4,0.0,58343,26511,18.1,8.6,illinois,dekalb
Illinois,de witt,16176,2.6,89.1,0.4,0.2,0.1,0.2,55411,27866,13.3,6.6,illinois,dewitt
Illinois,douglas,19830,7.2,90.5,0.3,0.3,0.7,0.1,52261,26284,12.1,5.4,illinois,douglas
Illinois,dupage,931826,14.1,67.9,4.6,0.1,11.3,0.0,84442,42050,6.8,5.2,illinois,dupage
Illinois,edgar,17603,1.1,97.2,0.6,0.2,0.4,0.0,47873,26344,15.4,7.4,illinois,edgar
Illinois,edwards,6570,1.3,96.7,0.4,0.0,0.9,0.0,49632,26549,11.5,6.1,illinois,edwards
Illinois,effingham,34164,1.9,96.0,0.6,0.1,0.2,0.0,54655,29300,11.3,4.4,illinois,effingham
Illinois,fayette,21980,1.7,91.8,5.1,0.3,0.5,0.0,44541,21844,17.8,7.4,illinois,fayette
Illinois,ford,13470,3.0,94.3,0.9,0.4,0.5,0.0,50851,26611,15.7,6.6,illinois,ford
Illinois,franklin,39302,1.6,96.0,0.6,0.2,0.5,0.1,39454,22346,19.9,8.9,illinois,franklin
Illinois,fulton,35733,2.9,92.0,3.8,0.1,0.2,0.0,48599,24269,15.5,7.7,illinois,fulton
Illinois,gallatin,5226,1.1,95.8,0.3,0.5,0.3,0.0,42450,24538,16.6,7.8,illinois,gallatin
Illinois,greene,13311,0.4,96.7,1.3,0.2,0.2,0.0,44502,22836,17.9,6.7,illinois,greene
Illinois,grundy,50333,9.4,87.1,1.3,0.0,0.7,0.0,71598,31914,9.4,5.8,illinois,grundy
Illinois,hamilton,8259,0.3,98.9,0.6,0.1,0.1,0.0,47293,25945,13.9,4.0,illinois,hamilton
Illinois,hancock,18264,1.4,96.3,0.7,0.0,0.4,0.0,51460,26118,11.2,6.6,illinois,hancock
Illinois,hardin,4161,1.8,93.1,3.8,0.2,0.1,0.0,39524,20025,16.6,22.2,illinois,hardin
Illinois,henderson,6927,1.5,96.3,0.1,0.3,0.7,0.0,47428,27949,11.3,6.0,illinois,henderson
Illinois,henry,49649,5.5,90.8,1.8,0.1,0.6,0.0,55755,28443,12.5,5.1,illinois,henry
Illinois,iroquois,28457,6.6,90.3,1.1,0.0,0.4,0.0,48857,26480,15.5,6.5,illinois,iroquois
Illinois,jackson,59115,4.3,74.5,14.5,0.2,3.4,0.0,36008,23455,27.9,8.4,illinois,jackson
Illinois,jasper,9608,1.5,97.2,0.4,0.1,0.0,0.0,56523,25806,12.4,4.4,illinois,jasper
Illinois,jefferson,38358,2.4,85.8,8.5,0.1,1.1,0.0,46109,24617,18.9,8.5,illinois,jefferson
Illinois,jersey,22215,1.3,96.1,0.5,0.1,0.4,0.1,56320,27528,9.4,6.3,illinois,jersey
Illinois,jo daviess,22046,2.9,94.9,0.4,0.2,0.5,0.1,55532,32401,7.6,4.3,illinois,jodaviess
Illinois,johnson,12899,3.3,84.7,11.1,0.1,0.1,0.0,45743,20726,13.9,7.5,illinois,johnson
Illinois,kane,529402,31.6,57.6,5.4,0.1,3.9,0.0,74862,33486,10.4,6.2,illinois,kane
Illinois,kankakee,110801,10.1,72.2,15.1,0.2,1.0,0.0,56542,26150,15.1,7.5,illinois,kankakee
Illinois,kendall,122933,17.6,71.2,6.4,0.1,3.2,0.0,89860,33369,5.6,5.0,illinois,kendall
Illinois,knox,51374,5.5,83.4,8.4,0.0,1.0,0.0,41972,23676,18.1,6.3,illinois,knox
Illinois,lake,704476,21.1,62.8,6.6,0.1,7.1,0.0,82613,42388,8.5,6.3,illinois,lake
Illinois,lasalle,111151,9.3,86.1,2.5,0.2,0.8,0.0,54693,27959,13.6,8.3,illinois,lasalle
Illinois,lawrence,16457,3.8,84.6,8.6,0.3,0.4,0.0,44504,21072,16.4,5.4,illinois,lawrence
Illinois,lee,34670,5.9,86.7,5.2,0.2,0.7,0.1,58319,28179,11.8,5.9,illinois,lee
Illinois,livingston,36812,4.4,89.2,4.0,0.0,0.7,0.0,54339,27318,13.3,5.5,illinois,livingston
Illinois,logan,29488,3.4,86.5,6.7,0.1,0.8,0.0,58271,26479,9.2,5.6,illinois,logan
Illinois,mcdonough,31597,2.7,88.2,4.8,0.2,2.2,0.0,42911,22527,22.3,8.6,illinois,mcdonough
Illinois,mchenry,308043,12.5,81.9,1.2,0.1,2.7,0.0,82230,36208,7.3,5.4,illinois,mchenry
Illinois,mclean,173231,4.7,79.8,8.0,0.1,5.1,0.0,64573,32943,14.5,3.9,illinois,mclean
Illinois,macon,107587,2.2,76.7,13.9,0.3,1.1,0.0,49052,28280,16.6,9.2,illinois,macon
Illinois,macoupin,45960,1.1,96.3,0.8,0.1,0.4,0.0,53890,27255,13.3,8.2,illinois,macoupin
Illinois,madison,266153,3.1,85.5,8.4,0.2,0.9,0.0,56536,30278,13.5,7.4,illinois,madison
Illinois,marion,38305,1.9,91.5,3.4,0.2,0.7,0.0,44679,24112,17.8,8.7,illinois,marion
Illinois,marshall,11925,3.1,94.9,0.4,0.1,0.3,0.2,55173,29025,10.3,6.2,illinois,marshall
Illinois,mason,13904,1.0,96.7,0.6,0.1,0.2,0.0,44695,25952,13.9,8.0,illinois,mason
Illinois,massac,14594,2.7,88.7,6.1,0.1,0.2,0.0,42168,23434,18.4,7.9,illinois,massac
Illinois,menard,12416,1.4,95.8,0.5,0.1,0.3,0.4,62368,32839,11.4,4.6,illinois,menard
Illinois,mercer,15794,2.2,95.8,0.6,0.1,0.3,0.0,55649,27844,11.4,6.5,illinois,mercer
Illinois,monroe,33739,1.5,96.5,0.4,0.1,0.7,0.0,74410,37043,5.3,4.4,illinois,monroe
Illinois,montgomery,29173,1.7,90.9,6.0,0.2,0.1,0.0,47807,23172,15.6,5.8,illinois,montgomery
Illinois,morgan,34442,2.3,89.0,6.1,0.2,0.7,0.0,49353,26253,14.9,6.1,illinois,morgan
Illinois,moultrie,14711,1.2,97.0,0.6,0.2,0.2,0.0,53979,26166,12.1,3.0,illinois,moultrie
Illinois,ogle,51619,9.8,87.3,1.1,0.1,0.5,0.0,57655,29239,11.1,6.5,illinois,ogle
Illinois,peoria,186145,4.6,70.4,17.4,0.2,3.9,0.0,53063,29683,15.9,8.3,illinois,peoria
Illinois,perry,21467,3.0,86.3,8.7,0.3,0.6,0.0,45864,23929,14.7,6.7,illinois,perry
Illinois,piatt,16433,1.3,92.7,1.1,0.1,0.4,0.0,67360,33672,5.4,4.5,illinois,piatt
Illinois,pike,15930,1.3,95.5,1.6,0.2,0.3,0.0,41387,23218,14.9,6.7,illinois,pike
Illinois,pope,4360,1.9,90.5,4.9,0.2,1.0,0.0,41139,22191,12.7,9.1,illinois,pope
Illinois,pulaski,5691,2.1,63.6,30.5,0.2,0.3,0.0,34655,20195,17.1,10.4,illinois,pulaski
Illinois,putnam,5771,5.3,92.4,0.3,0.0,0.4,0.0,64741,33697,8.9,5.2,illinois,putnam
Illinois,randolph,32829,3.1,85.0,10.6,0.1,0.4,0.0,49717,24716,12.3,4.4,illinois,randolph
Illinois,richland,15953,1.7,95.6,0.4,0.3,0.7,0.0,46454,25262,15.0,6.3,illinois,richland
Illinois,rock island,146205,12.6,72.6,9.6,0.2,2.4,0.0,51426,27822,14.6,7.1,illinois,rockisland
Illinois,st. clair,264433,3.9,62.1,29.7,0.2,1.4,0.0,51103,28643,17.0,7.8,illinois,stclair
Illinois,saline,24430,1.7,91.6,3.4,0.1,0.7,0.0,40722,22725,20.6,11.3,illinois,saline
Illinois,sangamon,198134,2.2,80.8,12.6,0.1,1.9,0.0,58687,33277,15.6,6.9,illinois,sangamon
Illinois,schuyler,7181,0.3,93.4,5.5,0.0,0.0,0.0,47321,23670,21.5,6.9,illinois,schuyler
Illinois,scott,5109,1.2,97.2,0.1,0.5,0.1,0.1,48542,26918,14.9,8.8,illinois,scott
Illinois,shelby,21906,1.0,97.4,0.7,0.2,0.4,0.0,49807,24808,12.1,4.4,illinois,shelby
Illinois,stark,5551,1.4,96.1,0.7,0.0,0.8,0.0,52284,30009,14.0,4.8,illinois,stark
Illinois,stephenson,45839,3.6,83.3,9.5,0.1,0.8,0.0,46427,25792,16.1,8.0,illinois,stephenson
Illinois,tazewell,134695,2.2,94.2,1.2,0.1,1.0,0.0,60874,32082,8.0,5.1,illinois,tazewell
Illinois,union,17267,5.0,91.4,0.7,0.0,0.2,0.0,46716,24646,16.8,5.3,illinois,union
Illinois,vermilion,79207,4.8,78.8,13.9,0.3,0.9,0.0,44930,23416,19.8,8.3,illinois,vermilion
Illinois,wabash,11568,2.0,94.9,0.8,0.1,1.2,0.0,49716,25105,13.1,7.6,illinois,wabash
Illinois,warren,17429,9.2,84.4,2.8,0.0,2.3,0.0,47278,24840,13.8,6.6,illinois,warren
Illinois,washington,14260,1.4,96.2,0.5,0.3,0.4,0.1,54520,29687,9.7,4.4,illinois,washington
Illinois,wayne,16569,1.4,96.4,0.6,0.2,0.4,0.0,46405,25046,15.8,4.8,illinois,wayne
Illinois,white,14186,1.4,96.6,0.4,0.1,0.7,0.1,46279,26522,13.9,8.2,illinois,white
Illinois,whiteside,56823,11.8,84.9,1.6,0.1,0.5,0.1,51969,28188,11.1,6.0,illinois,whiteside
Illinois,will,687727,16.8,64.7,11.0,0.1,5.2,0.0,80782,33731,7.4,6.0,illinois,will
Illinois,williamson,67477,2.5,90.1,4.0,0.2,1.0,0.0,48600,26023,15.2,6.9,illinois,williamson
Illinois,winnebago,287512,12.2,70.2,12.4,0.1,2.5,0.0,51110,27297,15.3,10.0,illinois,winnebago
Illinois,woodford,38942,1.7,95.7,0.6,0.1,0.8,0.0,69507,34198,7.4,4.7,illinois,woodford
Indiana,adams,35018,4.4,93.7,0.9,0.0,0.4,0.0,48290,21534,18.9,5.2,indiana,adams
Indiana,allen,367747,7.2,74.6,11.3,0.2,3.5,0.0,51091,26932,14.7,6.3,indiana,allen
Indiana,bartholomew,81024,6.5,83.2,1.7,0.2,6.3,0.1,57331,29955,12.4,5.0,indiana,bartholomew
Indiana,benton,8685,5.1,92.8,0.9,0.0,0.2,0.0,49183,23652,14.9,4.2,indiana,benton
Indiana,blackford,12214,1.5,96.0,0.2,0.2,0.5,0.0,40622,22328,12.8,6.8,indiana,blackford
Indiana,boone,63013,2.7,91.6,1.6,0.2,2.6,0.0,75591,42844,6.1,3.3,indiana,boone
Indiana,brown,15007,1.6,95.9,0.5,0.0,0.7,0.0,59292,31365,10.6,5.9,indiana,brown
Indiana,carroll,19994,3.9,94.2,0.5,0.2,0.1,0.0,56188,26589,10.2,5.2,indiana,carroll
Indiana,cass,38248,14.6,81.0,1.4,0.3,1.5,0.0,45558,23592,13.9,6.4,indiana,cass
Indiana,clark,114893,5.3,83.9,6.7,0.1,0.7,0.0,52834,26875,9.7,5.7,indiana,clark
Indiana,clay,26375,1.3,96.4,0.4,0.1,0.3,0.0,50924,24339,13.9,4.9,indiana,clay
Indiana,clinton,32455,15.2,83.0,0.6,0.2,0.3,0.1,51659,23722,13.3,5.2,indiana,clinton
Indiana,crawford,10598,1.5,96.4,0.2,0.6,0.0,0.0,40067,19424,17.8,4.3,indiana,crawford
Indiana,daviess,32777,4.8,92.3,1.6,0.0,0.2,0.0,48355,21794,13.0,5.4,indiana,daviess
Indiana,dearborn,49564,1.2,96.3,0.8,0.2,0.4,0.0,62905,30228,10.1,5.8,indiana,dearborn
Indiana,decatur,26480,1.9,94.9,0.7,0.1,1.6,0.0,52270,25548,11.4,4.8,indiana,decatur
Indiana,dekalb,42524,2.8,95.1,0.2,0.1,0.3,0.0,51374,26057,12.5,4.6,indiana,dekalb
Indiana,delaware,115938,2.3,87.1,7.1,0.1,1.3,0.0,41208,23271,21.2,7.9,indiana,delaware
Indiana,dubois,42379,7.1,91.2,0.6,0.1,0.6,0.0,57307,28302,10.0,2.9,indiana,dubois
Indiana,elkhart,202924,15.4,75.3,5.4,0.1,1.0,0.0,52449,23817,13.8,5.6,indiana,elkhart
Indiana,fayette,23426,1.0,95.8,2.5,0.0,0.1,0.0,41476,22428,18.2,7.5,indiana,fayette
Indiana,floyd,76481,3.1,88.3,5.2,0.4,1.1,0.0,59451,30663,10.8,5.1,indiana,floyd
Indiana,fountain,16620,2.4,95.6,0.4,0.2,0.1,0.0,46669,25383,12.6,6.3,indiana,fountain
Indiana,franklin,22835,1.1,98.4,0.2,0.0,0.3,0.0,55588,26267,9.9,5.3,indiana,franklin
Indiana,fulton,20296,5.0,92.3,1.0,0.5,0.3,0.1,47108,23557,13.3,3.8,indiana,fulton
Indiana,gibson,33596,1.5,94.2,2.0,0.1,0.3,0.0,51149,27342,10.7,3.5,indiana,gibson
Indiana,grant,67615,4.1,85.3,7.1,0.2,0.9,0.0,42046,21024,19.1,7.6,indiana,grant
Indiana,greene,32431,1.3,96.8,0.2,0.0,0.4,0.0,49648,24744,12.9,6.2,indiana,greene
Indiana,hamilton,309687,3.8,84.5,3.6,0.1,5.7,0.0,90582,44443,5.0,3.3,indiana,hamilton
Indiana,hancock,72776,2.2,93.0,1.9,0.1,0.8,0.0,70973,31428,7.0,4.0,indiana,hancock
Indiana,harrison,39450,1.7,95.7,0.2,0.6,0.4,0.0,53897,25993,12.9,6.6,indiana,harrison
Indiana,hendricks,158170,3.6,85.8,6.0,0.2,2.5,0.0,74245,33031,5.1,4.5,indiana,hendricks
Indiana,henry,48649,1.7,93.8,2.3,0.2,0.5,0.0,46131,23293,16.1,7.0,indiana,henry
Indiana,howard,82457,3.2,85.8,7.0,0.4,1.3,0.0,47958,26294,16.5,6.5,indiana,howard
Indiana,huntington,36520,2.2,95.2,0.8,0.3,0.8,0.0,50063,24222,11.6,3.9,indiana,huntington
Indiana,jackson,43779,6.4,89.3,1.1,0.3,1.9,0.0,49080,23260,15.6,6.2,indiana,jackson
Indiana,jasper,33448,5.9,91.7,0.7,0.0,0.4,0.0,56574,24953,9.0,5.2,indiana,jasper
Indiana,jay,21107,3.0,95.1,0.3,0.1,0.5,0.0,42878,20193,17.9,6.1,indiana,jay
Indiana,jefferson,32293,2.6,93.0,2.0,0.2,0.8,0.0,50722,25429,13.7,6.9,indiana,jefferson
Indiana,jennings,27840,2.3,95.4,1.4,0.2,0.4,0.0,48362,22901,13.9,6.0,indiana,jennings
Indiana,johnson,149359,3.5,90.3,2.3,0.2,2.8,0.0,65272,31101,9.4,4.6,indiana,johnson
Indiana,knox,37763,1.8,92.9,3.1,0.1,0.8,0.1,44837,23441,15.6,5.4,indiana,knox
Indiana,kosciusko,78720,7.9,88.6,0.7,0.2,1.0,0.0,57190,27884,11.2,4.6,indiana,kosciusko
Indiana,lagrange,38720,3.9,94.4,0.1,0.1,0.2,0.0,58336,22780,9.1,2.9,indiana,lagrange
Indiana,lake,488694,18.4,54.5,23.9,0.2,1.3,0.0,52559,26590,16.8,8.5,indiana,lake
Indiana,laporte,110839,6.3,79.9,10.9,0.3,0.6,0.0,49921,25004,16.6,8.0,indiana,laporte
Indiana,lawrence,45669,1.6,95.9,0.3,0.4,0.4,0.0,49985,25036,11.5,5.2,indiana,lawrence
Indiana,madison,129641,3.8,85.3,7.5,0.2,0.5,0.0,45432,23680,17.4,6.8,indiana,madison
Indiana,marion,939964,10.1,56.7,27.2,0.2,2.9,0.0,44869,26284,19.8,8.0,indiana,marion
Indiana,marshall,46752,9.7,88.0,0.6,0.1,0.5,0.0,51869,24289,11.5,6.8,indiana,marshall
Indiana,martin,10219,0.4,97.2,0.5,0.7,0.2,0.2,49372,25138,13.3,4.2,indiana,martin
Indiana,miami,36035,3.0,89.3,5.0,0.8,0.6,0.1,46666,22890,16.0,7.8,indiana,miami
Indiana,monroe,144436,3.3,84.1,3.0,0.2,6.3,0.0,45689,26738,24.7,6.3,indiana,monroe
Indiana,montgomery,38288,4.7,92.2,0.8,0.2,0.8,0.0,53075,25519,10.2,4.4,indiana,montgomery
Indiana,morgan,69533,1.5,96.3,0.4,0.1,0.7,0.0,60317,27402,11.8,5.7,indiana,morgan
Indiana,newton,14056,6.1,91.5,0.1,0.1,0.6,0.0,52193,24315,14.0,7.1,indiana,newton
Indiana,noble,47421,10.2,87.6,0.4,0.0,0.6,0.0,52393,25260,9.3,5.7,indiana,noble
Indiana,ohio,5911,1.0,96.7,1.3,0.1,0.3,0.0,58359,27715,5.0,3.3,indiana,ohio
Indiana,orange,19623,1.4,95.6,1.3,0.1,0.5,0.0,42803,22715,15.0,4.6,indiana,orange
Indiana,owen,20957,1.2,96.4,0.4,0.3,0.5,0.0,48315,24220,15.6,6.3,indiana,owen
Indiana,parke,17062,1.5,94.8,1.0,0.2,0.0,0.5,44643,21636,13.9,6.3,indiana,parke
Indiana,perry,19229,1.3,94.3,2.7,0.2,0.3,0.0,49689,23003,14.5,3.9,indiana,perry
Indiana,pike,12471,0.5,96.8,1.0,0.0,1.0,0.0,50196,25648,10.6,3.8,indiana,pike
Indiana,porter,167391,9.6,84.0,3.3,0.2,1.4,0.1,65979,31879,11.0,5.7,indiana,porter
Indiana,posey,25599,1.1,96.2,1.5,0.0,0.4,0.0,60992,30763,9.5,3.4,indiana,posey
Indiana,pulaski,12761,2.9,94.6,0.4,0.1,0.6,0.0,47633,24445,13.2,6.9,indiana,pulaski
Indiana,putnam,37543,2.5,91.9,3.1,0.2,1.0,0.0,55295,23842,11.6,5.1,indiana,putnam
Indiana,randolph,25203,3.3,93.9,0.7,0.0,0.2,0.0,44985,23427,17.0,5.6,indiana,randolph
Indiana,ripley,28372,1.8,95.6,0.5,0.5,1.0,0.0,53698,25385,10.5,5.7,indiana,ripley
Indiana,rush,16765,1.5,96.1,1.4,0.0,0.1,0.0,47955,23749,18.3,4.7,indiana,rush
Indiana,st. joseph,268613,8.3,73.6,12.8,0.3,2.1,0.1,48121,25893,17.1,6.4,indiana,stjoseph
Indiana,scott,23722,2.1,95.8,0.3,0.2,0.4,0.0,49243,24186,13.7,5.6,indiana,scott
Indiana,shelby,44339,4.0,92.6,1.0,0.1,0.7,0.0,57216,27317,10.6,4.9,indiana,shelby
Indiana,spencer,20610,2.9,95.1,0.6,0.2,0.2,0.1,55280,29114,9.7,5.7,indiana,spencer
Indiana,starke,22966,3.5,94.5,0.3,0.1,0.5,0.0,45526,22153,16.7,7.6,indiana,starke
Indiana,steuben,34459,3.5,94.0,0.2,0.1,0.5,0.0,52749,26902,10.1,4.9,indiana,steuben
Indiana,sullivan,20900,1.7,92.1,3.7,0.2,0.8,0.0,45031,22239,15.6,5.9,indiana,sullivan
Indiana,switzerland,10617,1.4,95.7,0.8,0.0,0.5,0.0,43468,21511,19.7,6.6,indiana,switzerland
Indiana,tippecanoe,186081,8.1,77.0,4.7,0.1,8.0,0.0,50486,25481,20.9,5.2,indiana,tippecanoe
Indiana,tipton,15290,2.6,95.3,0.2,0.0,0.0,0.4,53931,28507,9.4,3.8,indiana,tipton
Indiana,union,7225,0.0,95.8,0.1,0.0,0.5,0.0,45531,22527,8.2,3.9,indiana,union
Indiana,vanderburgh,181831,2.5,84.1,9.1,0.2,1.2,0.1,44815,26917,18.0,5.2,indiana,vanderburgh
Indiana,vermillion,15644,1.1,96.8,0.4,0.3,0.2,0.0,45440,23891,13.4,5.1,indiana,vermillion
Indiana,vigo,107723,2.6,85.8,6.2,0.2,1.9,0.0,42030,22932,19.9,7.9,indiana,vigo
Indiana,wabash,31848,2.5,94.5,0.9,0.7,0.2,0.0,49052,24700,13.3,5.5,indiana,wabash
Indiana,warren,8269,1.5,96.5,0.5,0.2,0.0,0.0,58950,29312,9.5,4.7,indiana,warren
Indiana,warrick,61581,1.8,92.8,1.6,0.2,2.5,0.0,66080,33528,7.7,3.4,indiana,warrick
Indiana,washington,27807,1.3,96.9,0.1,0.3,0.2,0.0,46861,23223,13.3,7.0,indiana,washington
Indiana,wayne,66972,2.8,88.5,5.0,0.2,1.0,0.0,41813,23895,18.2,6.5,indiana,wayne
Indiana,wells,27832,2.8,95.0,0.7,0.2,0.5,0.0,53038,25850,11.0,3.0,indiana,wells
Indiana,white,24279,7.9,89.8,0.4,0.2,0.2,0.0,51404,26275,9.8,4.4,indiana,white
Indiana,whitley,33481,1.9,95.7,0.4,0.2,0.4,0.0,57041,28073,9.5,3.6,indiana,whitley
Iowa,adair,7192,1.7,96.6,0.3,0.0,0.4,0.0,49477,28861,9.5,3.0,iowa,adair
Iowa,adams,3785,1.2,96.8,0.4,0.1,0.6,0.0,49745,27022,11.2,4.2,iowa,adams
Iowa,allamakee,13940,6.1,91.2,0.9,0.1,0.3,0.0,47895,27377,11.4,3.3,iowa,allamakee
Iowa,appanoose,12547,1.8,95.7,0.6,0.1,0.5,0.0,40377,25543,17.1,6.3,iowa,appanoose
Iowa,audubon,5711,0.4,97.1,0.4,0.0,0.5,0.0,48750,31523,11.1,2.7,iowa,audubon
Iowa,benton,25646,1.4,96.6,0.7,0.1,0.3,0.0,64061,32356,8.7,3.6,iowa,benton
Iowa,black hawk,132960,4.2,82.2,8.8,0.2,2.1,0.2,50916,27669,15.9,5.3,iowa,blackhawk
Iowa,boone,26381,2.5,94.6,0.4,0.1,0.4,0.7,57906,30190,9.4,4.4,iowa,boone
Iowa,bremer,24741,1.4,95.3,0.9,0.2,1.1,0.0,65440,32105,7.7,3.6,iowa,bremer
Iowa,buchanan,21101,1.5,96.4,0.3,0.3,0.6,0.0,59348,30974,7.8,3.2,iowa,buchanan
Iowa,buena vista,20369,25.0,61.4,2.6,0.0,8.9,1.3,52784,26345,13.7,4.9,iowa,buenavista
Iowa,butler,14822,1.3,96.8,0.2,0.3,0.4,0.1,53937,28584,9.4,3.2,iowa,butler
Iowa,calhoun,9814,1.8,94.8,1.8,0.3,0.3,0.0,46302,27370,15.3,2.3,iowa,calhoun
Iowa,carroll,20428,2.4,95.3,1.5,0.1,0.2,0.0,54563,29191,10.3,2.5,iowa,carroll
Iowa,cass,13327,2.4,95.8,0.3,0.1,0.5,0.2,45637,26427,15.1,2.5,iowa,cass
Iowa,cedar,18368,1.9,95.8,0.7,0.2,0.3,0.0,62555,30362,5.4,3.0,iowa,cedar
Iowa,cerro gordo,43134,4.6,91.2,1.7,0.3,1.1,0.0,50569,31292,11.3,4.1,iowa,cerrogordo
Iowa,cherokee,11577,3.4,94.0,1.0,0.4,0.4,0.0,53998,30973,11.9,3.3,iowa,cherokee
Iowa,chickasaw,12140,2.2,96.3,0.4,0.3,0.4,0.0,50688,27973,8.9,2.5,iowa,chickasaw
Iowa,clarke,9267,12.7,84.6,0.1,0.0,1.0,0.0,49718,25879,15.4,4.4,iowa,clarke
Iowa,clay,16387,3.3,94.0,0.2,0.0,0.5,0.0,48978,28514,11.8,3.4,iowa,clay
Iowa,clayton,17711,1.9,96.2,1.0,0.1,0.4,0.0,51114,27719,10.4,3.0,iowa,clayton
Iowa,clinton,47587,3.0,91.5,2.6,0.4,0.7,0.0,50295,28091,13.1,4.2,iowa,clinton
Iowa,crawford,17131,27.4,67.5,1.2,0.6,1.9,0.1,51091,27270,18.5,6.2,iowa,crawford
Iowa,dallas,80864,6.1,86.2,1.3,0.1,4.2,0.1,82719,42417,5.4,2.4,iowa,dallas
Iowa,davis,8834,1.3,97.0,0.1,0.0,0.3,0.0,52390,25747,13.7,3.5,iowa,davis
Iowa,decatur,8105,2.7,93.2,1.7,0.3,0.6,0.2,41042,21110,19.1,5.0,iowa,decatur
Iowa,delaware,17326,1.4,97.0,0.3,0.1,0.3,0.0,60534,30768,9.2,2.5,iowa,delaware
Iowa,des moines,39876,2.9,88.0,6.0,0.2,0.6,0.0,47524,27168,15.3,5.6,iowa,desmoines
Iowa,dickinson,17000,1.9,96.1,0.5,0.3,0.4,0.0,59889,36588,8.1,3.0,iowa,dickinson
Iowa,dubuque,96571,2.3,91.4,2.8,0.0,1.3,0.4,59150,30117,11.9,3.9,iowa,dubuque
Iowa,emmet,9661,9.3,88.0,1.6,0.4,0.2,0.0,47419,29396,13.8,3.9,iowa,emmet
Iowa,fayette,20139,2.3,94.1,1.2,0.0,0.9,0.0,48412,27020,12.8,3.5,iowa,fayette
Iowa,floyd,15904,2.5,92.8,1.9,0.4,1.5,0.1,48607,28323,15.6,2.7,iowa,floyd
Iowa,franklin,10326,12.1,85.9,1.4,0.0,0.1,0.0,48172,25248,15.6,4.6,iowa,franklin
Iowa,fremont,6985,2.5,95.3,0.5,0.5,0.0,0.0,54430,29813,11.0,3.1,iowa,fremont
Iowa,greene,9046,2.7,95.1,0.1,0.1,1.3,0.0,52529,27968,10.0,6.2,iowa,greene
Iowa,grundy,12354,1.2,97.1,0.7,0.0,0.3,0.0,65170,35662,5.8,2.9,iowa,grundy
Iowa,guthrie,10664,2.4,95.6,0.3,0.3,0.3,0.0,56306,30646,10.1,3.5,iowa,guthrie
Iowa,hamilton,15201,6.0,89.6,1.1,0.0,3.0,0.0,55836,27963,9.4,2.3,iowa,hamilton
Iowa,hancock,10971,3.9,93.8,0.6,0.3,0.1,0.0,57840,29147,9.1,1.7,iowa,hancock
Iowa,hardin,17239,4.2,92.3,1.4,0.3,0.6,0.0,52207,28445,8.0,2.5,iowa,hardin
Iowa,harrison,14196,1.6,96.5,0.2,0.3,0.3,0.1,57558,29332,10.4,1.7,iowa,harrison
Iowa,henry,19865,4.7,88.6,2.1,0.4,2.5,0.0,52275,26340,12.2,5.5,iowa,henry
Iowa,howard,9321,1.5,96.7,0.7,0.0,0.2,0.0,51422,27906,11.6,2.9,iowa,howard
Iowa,humboldt,9586,4.0,94.0,0.2,0.3,0.3,0.0,48847,29587,13.0,3.3,iowa,humboldt
Iowa,ida,6965,2.1,96.0,0.0,0.7,0.4,0.0,51978,30192,10.3,3.2,iowa,ida
Iowa,iowa,16231,2.5,95.6,0.8,0.0,0.2,0.0,58077,29881,9.8,2.1,iowa,iowa
Iowa,jackson,19409,1.4,95.7,0.6,0.0,0.5,0.7,51806,27672,12.0,4.7,iowa,jackson
Iowa,jasper,36789,2.0,94.2,1.6,0.2,0.4,0.1,56363,27214,9.1,4.6,iowa,jasper
Iowa,jefferson,17945,2.9,80.6,5.8,0.0,5.2,0.0,44516,26630,15.2,6.7,iowa,jefferson
Iowa,johnson,144425,5.5,79.6,6.3,0.2,6.2,0.1,59965,33039,17.7,3.3,iowa,johnson
Iowa,jones,20468,1.8,94.4,2.5,0.4,0.1,0.0,58391,29653,9.1,4.2,iowa,jones
Iowa,keokuk,10223,1.5,96.8,0.1,0.1,0.4,0.1,48399,26638,11.2,5.3,iowa,keokuk
Iowa,kossuth,15166,2.2,95.5,0.8,0.1,0.6,0.0,54868,29949,10.0,2.1,iowa,kossuth
Iowa,lee,34785,3.5,91.0,2.5,0.1,0.6,0.0,48266,24408,16.3,7.6,iowa,lee
